tweet|reason
lifeboxa yedekledigim fotograf videolarım telefonuma indirmeme orijinal halinden oldukca uzak bulanık bir sekilde gorunuyor acil bir cozum getirmenizi diliyorum acilen insanların fotograflarını ucretsiz depolayıp parayla yuksek cozunurlukte vermeyi deniyorlar resmen yanıltma|ürün
lifebox hesabıma giris yapmak istiyorum yapamıyorum kayıtlı mail adresimi kullanmıyorum ulasamıyor sifremi unuttum sifre unuttum butonundan girdigim zaman telefon numaram uzerinden yapmak istiyorum yapamıyorum acil bir sekilde yardımcı olunur sa sevinirim|ürün
lifeboxa giris yapamıyorum sifremi yenileyebiliyorum sırada kod normal kullandıgım mailime geliyor uygulamaya girmek istedigimde ait olmayan kullanımda olmayan bir mail yazıyor degistirmek istiyorum kod gonderildi diyor gelen kod falan yok musteri hizmetleri yardımcı olamadı internetten yardım alın ekran goruntusu alıp gonderin talep olusturun cozum rica ediyorum|uygulama
merhabalar eposta adresimi telefon degisikligi cıkıs yaptım tekrar sekilde giremiyorum sifremi unuttum dememe yeni sifre alamıyorum fotograflar bosa gidecek lutfen yardımcı olabilir misiniz yapıyorum yapıyorum olmuyor|diğer
lifebox sifremi unuttum destek yok turkcell kullanıcı almıs oldugum lifebox sifremi unuttum sifre kurtarma maili adresime erisim saglayamıyorum yuzden verilerime ulasamıyorum sorunumun kısa surede cozulmesini istiyorumyıllarım anılarım gitti telefon asla destek yok|ürün
lifebox uyeligimi bir turlu iptal edemiyorum gb gb uyeligine girdim bilmiyorum cıkmak imkansız ay para kesiliyor turkcell bireysel internet hattına girdim iptal edemezseniz diyor cep telefonumdan sayısız iptal etmek istedim iptal etmek istediginiz pakete iliskin uyeliginiz bulunmuyor mesajı geliyor lutfen lifebox uyeliklerimin tamamını iptal edin telefonum|ürün
lifebox uyeligimi iptal edemiyorum sms atıyorum uyeliginiz deniyor anlayamadım yapmam gerekiyor turlu mesajı attım atılması gerekiyormus attım bir turlu kabul etmiyor uyeliginiz diyor ay kesintisini yapıyor|ürün
lifebox gmailden acamıyorum lifebox hale geldi giris yapamıyorum lutfen yeter artık uygulamadan cektigimiz rica ediyorum duzeltin sorunu ozel hatıralarım vardı eskiden uygulama guzeldi hale gelmis anlamıs degilim|uygulama
lifeboxa giris yapamıyorum gmaile bir yıldır kod gelmiyor spam kutusuna bir yere kod gelmiyor ay para kesiliyor onemli belgelerim var is bu duzeltin telefon numarasıyla giris yapalım duzeltin ucret almayı bırakın|ürün
telefonumu degistirdim yuzlerce denedim hesabıma giremiyorum devamlı numara sistemde kayıtlı bir numara giriniz ibaresi var lutfen yardım edin magdurum bilgilerime ulasamıyorum ilginize sunuyorum sıkıntının giderilmesi yardımlarınızı bekliyorum|diğer
lifebox hesabıma giremiyorum telefon numaramla giris yapıyordum cihazı degistirdim email istiyor email kayıt yaptıgımı hatırlamıyorum nasılsa lifebox var yere kaydetmedim fotolarımı musteri hizmetlerini aradım defalarca aynı seyleri soylediler cozum olmadı lutfen yardımcı olun|ürün
dogrulama kodu alamıyorum gmailimi yanlıs girmemden babam vefat etti eski fotograflarımız var onemli yardımcı olun bir uygulama sorunlu olamaz turkcelle yakısmayan bir sey|uygulama
lifebox kurtarma postasına gonderilen koda ulasamıyorum yapabilirim yardımcı olur musunuz lutfen posta degistir butonuna basıyorum sayıda deneme yapıldı tekrar deneyin yazıyor bir sure bekleyip tekrar deniyorum olmuyor sekilde yardımcı olur musunuz lutfen|ürün
deprem sonrası telefonum kırıldı epostam yıl acılmıstı aynı telefonu kullandıgımdan eposta adresimi unuttum lifeboxtaki bilgime ulasamıyorumiceride onemli belge tapularım bulunuyor konu hakkında acil yardımcı olur musunuz|ürün
lifebox gmailim mevcut telefon numaramı degistirdigim linkten yenileme yapacagım zaman eski numarama kod gidiyor acil yardımcı olun lutfen icinde bayagı rehberim fotograflarım mevcut giris yapmam gerekiyor kısa zamanda yardımcı olursanız sevinirim|ürün
dogrulama kodu alamıyorum gelmiyor yapabilirim giris yapamıyorum help lutfen yardımcı olabilen hemen girebiliyordum simdi giris yapıyorum kod istiyor gelmiyor takılıp kalıyor posta degis diyor degistire basıyorum maalesef takılıyor degisme gerceklesmiyor|diğer
sifre degistirmek istiyorum lifebox hesabındaki bilgi eksikligi sifre yenile yemiyorsunuz diyor yapmam gerekiyor musteri hizmetlerini aradım bir anlamadım|ürün
lifebox hesabıma an bir hesaptan devam ediyorum onceki telefon numarama kayıtlı olan hesabıma ulasamıyorum mail adresim uzerinden iletisim saglıyorum numaramı degistirdigim eski numaram dogrulama yapmamı istiyor konuda yardım alabilecegim bir iletisim kanalı mevcut mu eski hesabımı geri alabilirim|ürün
sifremi unuttum numarama gelen kodu giriyorum sefer epostaya giden kodu istiyor epostamı hatırlamıyorum hesabın icinde onemli var yardımcı olursanız sevinirim lifebook epostamı hatırlamıyorum denediysem acamadım umudum sizsiniz|diğer
telefon degisikligi yuzunden eski epostamı kaybettim yuzden lifebox hesabıma giris yapamıyorum sifremi unuttum yontemi denememe giris yapamadım telefon numaralarım fotograflarım bilgilerim bulunuyor yardımcı olabilir misiniz sevinirim|ürün
lifebox hesabıma giris yapıyorum ekranda eski kullanmadıgım gmail adresime kod gonderiliyor eposta degisikligi yapmak istedigimde yeni eposta adresimi giriyorum sefer kod ulasmıyor durumun duzeltilmesini sorunumun cozulmesini talep ediyorum|ürün
saka mısınız bir firmasınız tl gelmesi gereken faturam tl geldi sacma sapan ucretlerle beraber gec tahsilat bedeli aylık lifebox tl imis iptal yazıyorum mesaj atıyorum aboneliginiz bulunmamaktadır diyor bir isleyis zamanında odememe gec tahsilat bedeli yansıtılıyor bir seydir|fatura
mayıs tarihinden yana lifebox gb premium ozelligini kullanıyorum ocak tarihinde yeni telefon alıp lifebox uygulamasını yukledim gb verim kayıp oldu anılarım dosyalarım kayboldu yeni uye olmusum arastırma yapmadan yazdıgım maillere yeni uyesiniz deyip konuyu kapatmaya calısıyorlar hatıralarım guvendigim uygulamada kaybolup gitti cozum uretmiyorlar|uygulama
turkcell lifebox bir hizmete abone oldugum gerekcesiyle belli bir bedel alıyor bir abonelige basvurmadıgım gibi iptal etmek istedigimde gerekli birime aktarıyorlar acmıyor sebebi iptal oldugu icin yıllardır turkcell kullanıcısıyım degistirmenin zamanı geldi|ürün
lifeboxta resimlerim yedeklenmelerine ragmen eski tarihli olanları incelerken bir anda kayboluyor bir bulunamıyor lutfen yardımcı olabilir misiniz cocuklarımın anıları bir anda gitti uzun zamandır lifeboxa giris yapmıyorum baktıgım resimler siliniyor kayboluyor silinmisler arasında yoklar|ürün
lifebox sifremi unuttum epostama giris yapabiliyorum sifremi unutturma tıklıyorum iptal ettirdigim telefon numarasına iletiyor beni hat aktif giris yapamıyorum hesabımdaki yedeklenen seylere ulasmam lazım onemli evraklar var|ürün
numaram kapandı yeni hatim hesabıma giremiyorum yapa biliriz sekilde olmuyor giris epostayla kabul etmiyor yardımcı olursanız olur kurtara biliriz hesabımı yeni numaram la devam etmek istiyorum hesabımla yardımınızı istiyorum acilen|diğer
lifebox sifremi unuttum sifre yenilemek istedigimde bilgilerinizde eksiklik oldugu sifre yenileyemiyorsunuz seklinde bir hata alıyorum telefon numaram bilgilerimde bir degisiklik olmadı sorunun cozumu nedir yapılır yardımcı olursanız sevinirim|ürün
telefon numaramı degistirdigim hesabıma erisemiyorum uzun zamandır kullanmıyordum tekrar kullanmak istiyorum sistemde ciddi bir aksaklık var iletisim numarası bir iletisim yontemi bulunmuyor eposta onayı yapıyorum telefon numarasına erisemiyorum|diğer
son girisimden altı ay gecmemesine iceriklerim silinmis fotograf video anılarım kayboldu lutfen yardımcı olun onemli yaptıgım arastırmalara gore altı ay boyunca giris yapılmadıgı surece iceriklerin silinecegi belirtiliyor bir durumla karsılastıgımı anlamıyorum lutfen donus yapın|diğer
yıllık lifebox gb paketiniz gun yenilenecektir lifebox rehber fotograf video dosyalarınızı yedekleyebilir telefonunuzda yeni anılarınıza kolayca yer acabilirsiniz gelen mesaja uyeligimin iptali cevap verdim geri mesaj iptal etmek istediginiz pakete ait uyeliginiz bulunmuyor uyesi oldugunuz paket tarifeleri turkcell uygulamasından ogrenebilirsiniz seklinde oldu tekrar iletiyorum yıllık lifebox gb uyeligimi iptal ediniz|uygulama
lifebox hesabıma erisim saglayamıyorum telefonuma format attıgımdan uygulamaları yeniden yukledim lifeboxı yeniden kurup resimlerim rehberimin yedegini almak istedigimde lifeboxa erisim saglayamadım lifeboxa kayıtlı olan eposta adresime erisemiyorum giris yapamıyorum konu hakkında acil donus yapmanızı rica ederim|uygulama
lifebox rehber sorunu kayıt ettigim rehberimde yaklasık kisi bulunmamaktadır kendileriyle iletisime gectim soyledikleri sey rehberin silinmedigi bir cozum bulamadıklarıdır kayıt yaptıgımda surekli kayıt edilen kisi sayısının dustugunu gozlemliyorum lifebox konuda mutlaka bir cozum bulmalıdır para oduyor hizmet alamıyorum|ürün
hesabımla sifremi hatırlıyorum eposta numaramla giris yapabiliyorum belge fotografımın bulundugu hesabıma bir an giris yapmam gerekiyor acil bir durumum var is belgelerim degerli malzeme fotograflarım hesabımda yer alıyor saygılarımla|diğer
lifebox kendine fotograflarımı sildi bir silme talebinde bulunmadım yedeklemelere baktıgımda telefon yedeklemem duruyor fotografların silinmis bir dosya bulunamadı diyor lutfen yardımcı olun fotograflar kıymetli gereginin yapılmasını arz ederim|ürün
lifebox hesabıma giris yaptıgımda postama kod gondermek istiyor hesabıma erisemiyorum yeni mail hesabı kabul etmiyor uzun suredir hesabıma giris yapamıyorum sacma bir durum hesaba giris yaptıktan postama kod gondermek istiyor telefon numaramı sifremi giriyorum|ürün
lifebox hesabımdaki eposta adresimi sifremi unuttum giris yapamıyorum lutfen yardımcı olun seyim icinde yaptımsa bir turlu giris yapamadım bir yolu vardır lutfen geri donuslerinizi bekliyorum kısa zamanda yardımcı olursanız sevinirim|ürün
gecmis yıllara ait resim videolarımı geri getirebilirim den cekismis oldugum resim videoları geri alamıyorum bununla yarım talep ediyorum askeri personel oldugum bir resmin anısı degerli simdiden tesekkurler|diğer
merhabalar lifebox hesabımın sifresini unuttum eski mail adresime ulasımım olmadıgı sifremi sıfırlayamıyorum hesabımda degerli fotograf videolarım vardı mail kullanmadan sifremi sıfırlayabilir miyim yardımcı olursanız sevinirim tesekkurler|ürün
lifebox hesabıma giris yapamıyorum eski telefon numaramla kayıtlıydı icinde bir suru kayıtlı fotografım vardı maille girmeye calıstıgımda yeni hesap olusturuyor eski hesabıma girmiyor fotograflarımı kurtarmak istiyorum konuyla alakalı yardımcı olursanız sevinirim|ürün
lifebox eski mailim kayıtlı oldugu giris yapamıyorum numarayla olmuyor mailimi guncellemek istiyorum hesabı kurtaramıyorum eski mailime sifre gidiyor musteri hizmetleri yardımcı olmadı aylardır bununla ugrasıyorum lutfen bir cozum bulun artık|ürün
lifebox dosyalarımın belli bir kısmı yok bir uygulama bu kafasına yedekleme yapıyor bazıları var bazıları yok bulacagım dosyaları uygulamaya guvenip bir yere yedekleme yapmamıstım web sayfasına baktım yedekleme yaptıysa gitti yapmadı yapmadı gercekten sacma bir uygulama|uygulama
lifebox hesabım vardı yıla yakın girmedim onemli fotograflarım degerli fotograflarım vardı yıldan ugrastıysam bir turlu giris yapamadım bilgilerim yanlıs denildi|ürün
faturamdan ay lifebox gb ucreti odeniyor sms iptal ediyorum bir tarife uyeliginiz deniliyor bosuna aylardır ucret oduyorum sikayet edecegim durumu kabul etmiyorum necdat telefon numaram|fatura
dun aksamdan lifeboxa giremiyorum surekli dogrulama kodu gonderiyorlar kabul etmiyorlar fazla dogrulama kodu girdin deyip bloke ettiler yeni bir paket aldım musteri hizmetlerini aradım cozemediler lifebox birimini aradım cozemedi sorun nedir parayla paket alıyoruz kullanamıyoruz ustelik senedir sorunsuz kullanıyorum hattımın icinde var bir birim mu bununla ilgilenen cozemiyor enteresan telefon numarama baglı hesap zor faal hale getirmek|ürün
lifebox giris yapamıyorum emaile kod gonderdik bildirdim geliyor emaile gelen bir kod yok email degistirip deniyorum bir kod gelmiyor uzun suredir giris yapamıyorum defalarca denememe acil donus bekliyorum|ürün
lifebox kullanıcı olarak hesabıma giris yapamıyorum hesap bloke oldu denilmektedir telefon degisikligi sebebiyle rehber fotografları aktarmak isterken sifre degisikligini kabul etmemistir verilere ulasamıyorum acil yardıma ihtiyacım vardır iki gundur hesaba giremiyorum zor olmamalı|ürün
eposta adresime numaram yuzunden giris saglayamıyorumnumaram uzun sure kontor yatırmadıgımdan hattım kapandı giris saglamak dogrulama istiyorne epostama numarama ulasabiliyorum fotograflarım lifeboxta lutfen yardım edin|ürün
yılı geckin suredir lifebox kullanıyorum lifeboxu kullandırmak turlu yolu denediler ikna ettilerbenimle gorusen kisiye ileride hat degisikligi telefon calınması kaybolması vs durumunda tekrar giris yapabilecegimi sordugum zaman tabii olur denildi hattımı degistirdim numaramla epostamla hesaba giris yapamıyorummusteri hizmetlerini aradıgımda magduriyetimi karsılamıyorlar ugrasmıyorlar|ürün
lifeboxa kayıt yaparken epostamı hatırlamıyorum epostam yok kullanamıyorum sifremi unuttum yapınca telefon numarama kod geliyor giriyorum epostana link gonderildi diyor epostam zaten giris yapabilirim yuzden giris yapamıyorum|ürün
lifebox eski resimlerimi izinsiz silmis guvenecegiz musteri hakkını goz ardı ediyorsunuz mail yazdım dikkate almıyorlar acil yardımcı olun onemli resimlerim var onlara ulasmam lazım size olan guvenimi sarsmayınız lutfen|ürün
life box hesabıma uzun zamandır giris yapamıyorum nedeni sifremi unutmam gmail hesabıma gonderildi denilen sifre yenilme maili gelmiyor yıla yakın bir zamandır life box hesabıma giremiyorum lutfen yardımcı olun ozel belgelerim icinde ulasmam lazım|diğer
lifebox uygulamasına bir video fotograf yedekledim var fotograf videolar uygulamaya girdigim duzgun resimlere bakabiliyorum videoları izleyebiliyorum zaman varsın guncelleme yap bir uygulama olmasın|uygulama
lifebox uygulama giremiyorum kurtarma hesabını eksik girdim guvenlik kodu postama gelmiyor kullandıgım postama guvenlik kodu gelmiyor cozer misiniz kurtarma hesabını tamamlayamadım mevcut postama guvenlik kodunu alamıyorum posta adresi istiyor|uygulama
telefonumu degistirdim yeni telefona bilgilerimi tasırken lifebox kurmayı unuttum eski teli sattım lifebox aklıma geldi yukledim mail adresimi unutmustum hatırladım sifreyi unutmustum seferde sifreyi degistirdim sekilde actıgımda bir fotografım yoktu|ürün
lifebox giris yapıyorum onume ikinci posta dogrulama kodu istiyor sacmalık sifremi postamı bildigim halde ikinci posta dogrulama kodu istiyor zaman giris yapıyorum sefer onume ikinci posta cıktı gereksiz sorunu gidermenizi istiyorum|ürün
lifebox ta seneler yukledigim fotograf videolar an hesabımda silinmis galiba sildim fotografları geri getirmek istiyorum cop kutusunda gozukmuyor yardım eder misiniz veriler onemli cunku|ürün
lifebox giris yapamıyorum denemedigim yontem kalmadı yinede giris yapamıyorum giris sifresi gelmiyor kanuni yonlerine yonelelim magdur olacaksak bir dosya olusturuldu bir suru dosyama ulasamamam magduriyet sifre falan istemiyorum bir an evvel cozum yardımcı olursanız sevinirim aksi halde turkcellden aboneligimi iptal edecegim|ürün
